tweet_text,class
"  : The Lekki Toll Gate Massacre of October 20th 2020 happened, we saw it. We have video evidence to back it up. ",-1
Hunger in the land.,-1
See what Kaduna State Government shared in April as palliative during the two weeks lockdown,1
The truth can only be delayed but it will definitely come out!!! Apply more pressure,1
"  Remembering that the military first denied being at the Lekki toll, despite video evidence",-1
"  THEY LOCKED PEOPLE INSIDE A WAREHOUSE IN ILORIN AND OPENED FIRE ON THEM, THATS ANOTHER MASSACRE. ",-1
"Nigerians in Canada honour those who lost their lives fighting for  justice""",1
"  Soldiers approaching lekki toll gate  good morning sir, who ordered those military men to shoot ,",-1
" I agree but we all need  to calm down restrategise and then come back fully prepared, ",1
"  I woke up and wrote this, this is how I use my voice, how will you use yours?  My prayer.  ",1
"  I can't stop looking at this picture, it give me courage and mind. Sleep can't enter my eyes, I can't keep my eyes off the picture",1
That we find SARS on the street after they have been disbanded is an invitation to mob and run them over. Because the govern ,-1
isn't trending anymore and that's that??? ,-1
A good day to remind you that James Nwafor has not been arrested,1
Jack didn t give us the sticker to render it useless. Tweet  now.,1
"    Lied to the entire world he didn t know how the military got to Lekki, ",-1
"  Once you accept defeat, then they ve won. ",1
"If our government cannot give out indomie and rice,is it job that they will give you??  ",-1
This is OC AREMU he's responsible for the killing of ABBAS LAWAL brother to the woman in frame 2 she deserves  justice for her ,-1
Dear slay queenA man is not a poverty alleviation project. Stop looking for men to pay your bills. You are looking for th ,-1
Things God hates,-1
May the gentle souls of the departed find rest,1
"  We come together and stand up for what is right! The Diaspora can t remain silent. We ask for justice, good governance",1
"   Left bleeding with broken bones, survivors of run-in with Bariga policemen speak from hospital bed ",-1
This is the best way to   IPPIS ASUU Drake  Wikipedia,0
I smell another protest before the end of the year for the same,-1
The Youth Party thingy may not work because of self interest but I hope it does. I have zero interest in politics. Wish a ,-1
Footage of the army going to the toll-gate on the day of   https ,0
SARS officials are still on the streets of Lagos!!!  are you aware of this?,0
"Who ordered the shooting of peaceful protesters at lekki on 20th of October, 2020????  ",0
We should not forget,1
"  Don t say anything, just Retweet this messages.   ",-1
Good morning. The Nigerian Army opened fire on peaceful protesters on Tuesday October 20th. This much is fact. Who gave ,-1
He did it.He ordered the massacre.I refuse to believe anything else. ,-1
People died believing we would fight and win for them and we want to quit? ,-1
"  They only just started the judiciary panel of inquiry, you are already tired. You won t follow up, you won t keep them on the ",-1
This picture deserves a million retweets  May Almighty Allah,1
You see that all these people are bastards. E no even reach minimum wage and whoever handles this account typed  fi  ,-1
Omo we can t give Sars clout and back down,-1
I m super charged to see  all over my TL again. We can t stop now that all we ve achieved is waking up!,1
I don't know about you buh i have resumed my  shift,1
"  Ongoing  march in Brussels, Belgium. More people joining the movement     ",1
Do you know that not less than 12  protesters were summarily executed in Enugu yesterday night after being arr ,-1
These SARS officials are back on the road fgs! This is why we won t stop!,1
"  Who's  online tonight, 50k for 500  protesters just retweet, follow and drop details fast ..  ",1
"  I need so much explanation on this, please what were we out on the streets for ?  alone ? ",0
"  See, Lekki Massacre was what we needed. The gov't played their cards very well up until that night. The  was ",-1
"  don t stop tweeting &amp; retweeting  we re all in this together, na all of us e dey affect.",0
How can you watch this or videos from dj switch live or any video from the  and deny it? I stand by what I ,-1
London  protesters take to the streets. ,-1
KEEP HOPE ALIVE!! The hashtag is still there....,1
"  Make I remind Una small,  Jagaban get house for Woodmore Ni ilu oyinbo  , and houses for there starting price Na like $500k- ,",0
"  Please guys, for those who have the intention of helping to clean up affected areas caused by LOOTERS, if you see govt off ",0
We need to seriously educate those at the grassroots. I don't think most of these hoodlums and thugs understand that we a ,1
I fight for the unborn generation the way I wish others had fought for me before I was born,1
Good morning!   Who ordered the killings of unarmed citizens at the lekki toll by soldiers?,0
Protests: Folashade calls for prayers for Nigeria,0
Don't be scared to tweet about these hashtags... Africa is under attack!,-1
In this short piece for  I reflect on recent events in Nigeria and argue that  while SARS has been the focus of ,0
I'm still bewildered &amp; confused.-Who turned off the lights at Lekki toll gate?? That light has never gone off even in d ,-1
Truth. ,0
Nigerians in France to hunt down Thiefnibu and bring him back to Lagos. He must face the consequences,-1
My Watch word  Rip My PresidentWhy not Emulate this man,0
"  The break is over,please let s get back to tweeting and retweeting  criminals are still on the streets .",-1
The disbanded sars unit is apparently still in service and are raiding people in Lagos. Wtf is this mess?!!! ,-1
Guys please stay at home. Enugu is rough   ht ,-1
Remove your eyes from that suya and read what they wrote on that newspaper,0
As Nigerians dey  lets not forget to pray for Congo too,1
See time and date. Glory be to God the most high! We're not mad o!!!,1
"   I won t stop giving out data until we win.Are you short of data ? Just retweet, follow me and drop network ,c ",1
Love for djswitch We don't gotta give up now,1
FEMI ADESINAGARBA SHEHUTOLU OGUNLESIBASHIR AHMADLAOLU AKANDERemember these names and hold them all accountable. They wer ,-1
Give it the same energy you give BLM. Our people in Nigeria are suffering right now and they need our help!!!,-1
"  we ve actually come too far to give up, we ve lost too much, the roads have soaked up too much blood. for oke, it s ",-1
"  As the  protest takes a different turn, residents stormed a warehouse for COVID-19 palliatives in Jos and carted a ",-1
Edo state warehouse for palliative has been found. The people bursted the code. Which state next?,-1
Ready for the protests to return... Sars is still on these streets. Let's,0
"  Listen to me! will not stop being used! Step by step, we will achieve our goal!",1
Lagos guys lets push harder with  other states are still fighting. Let s keep supporting them and raising our voices,1
If this pops up on your timeline please,0
"   Hungry Nigerians dey find warehouse, oba of Lagos dey find staff of office, obaseki dey find prisoners. Wetin yo ",-1
Why keeping palliatives items in Store when people are hungry during and after lockdown?,-1
should have been the Beginning of Changing the Course of History. And they should never be Forgotten.,1
As we Nigerians are fighting to  Pls let's pray for the people of DR Congo.Africa is bleeding,-1
We need serious answers!!! Who gave the order??? ,0
ARMY thank you for your patience as we looked for resources to help with the  protests in Nigeria.This group,1
